timestamp,home330_hall2992_sensor21429c21433_electric-mains_electric-combined,home330_outside2997_sensor21449_gas-pulse_gas
2018-04-30 09:00:00,655.0,112.0
2018-04-30 10:00:00,829.0,448.0
2018-04-30 11:00:00,745.0,336.0
2018-04-30 12:00:00,1210.0,112.0
2018-04-30 13:00:00,682.0,0.0
2018-04-30 14:00:00,688.0,0.0
2018-04-30 15:00:00,686.0,224.0
2018-04-30 16:00:00,609.0,224.0
2018-04-30 17:00:00,498.0,3583.0
2018-04-30 18:00:00,382.0,1903.0
2018-04-30 19:00:00,589.0,6939.0
2018-04-30 20:00:00,701.0,0.0
2018-04-30 21:00:00,1033.0,112.0
2018-04-30 22:00:00,437.0,0.0
2018-04-30 23:00:00,873.0,223.0
2018-05-01 00:00:00,220.0,0.0
2018-05-01 01:00:00,205.0,224.0
2018-05-01 02:00:00,240.0,0.0
2018-05-01 03:00:00,217.0,112.0
2018-05-01 04:00:00,281.0,11532.0
2018-05-01 05:00:00,303.0,6830.0
2018-05-01 06:00:00,413.0,8844.0
2018-05-01 07:00:00,456.0,894.0
2018-05-01 08:00:00,366.0,0.0
2018-05-01 09:00:00,356.0,0.0
2018-05-01 10:00:00,347.0,112.0
2018-05-01 11:00:00,332.0,0.0
2018-05-01 12:00:00,333.0,112.0
2018-05-01 13:00:00,322.0,0.0
2018-05-01 14:00:00,305.0,0.0
2018-05-01 15:00:00,662.0,3694.0
2018-05-01 16:00:00,389.0,224.0
2018-05-01 17:00:00,943.0,8729.0
2018-05-01 18:00:00,703.0,2128.0
2018-05-01 19:00:00,648.0,6269.0
2018-05-01 20:00:00,569.0,0.0
2018-05-01 21:00:00,437.0,112.0
2018-05-01 22:00:00,284.0,0.0
2018-05-01 23:00:00,231.0,112.0
2018-05-02 00:00:00,219.0,0.0
2018-05-02 01:00:00,202.0,0.0
2018-05-02 02:00:00,206.0,224.0
2018-05-02 03:00:00,206.0,0.0
2018-05-02 04:00:00,237.0,7726.0
2018-05-02 05:00:00,300.0,5598.0
2018-05-02 06:00:00,343.0,2237.0
2018-05-02 07:00:00,408.0,5040.0
2018-05-02 08:00:00,347.0,560.0
2018-05-02 09:00:00,424.0,0.0
2018-05-02 10:00:00,367.0,112.0
2018-05-02 11:00:00,324.0,0.0
2018-05-02 12:00:00,370.0,112.0
2018-05-02 13:00:00,386.0,0.0
2018-05-02 14:00:00,387.0,0.0
2018-05-02 15:00:00,977.0,560.0
2018-05-02 16:00:00,593.0,1455.0
2018-05-02 17:00:00,1047.0,5598.0
2018-05-02 18:00:00,370.0,2687.0
2018-05-02 19:00:00,321.0,6381.0
2018-05-02 20:00:00,546.0,1568.0
2018-05-02 21:00:00,561.0,0.0
2018-05-02 22:00:00,232.0,224.0
2018-05-02 23:00:00,226.0,0.0
2018-05-03 00:00:00,217.0,112.0
2018-05-03 01:00:00,196.0,0.0
2018-05-03 02:00:00,196.0,0.0
2018-05-03 04:00:00,267.0,10414.0
2018-05-03 05:00:00,313.0,5596.0
2018-05-03 06:00:00,433.0,7165.0
2018-05-03 07:00:00,539.0,2128.0
2018-05-03 08:00:00,882.0,0.0
2018-05-03 09:00:00,428.0,895.0
2018-05-03 10:00:00,631.0,1342.0
2018-05-03 11:00:00,668.0,784.0
2018-05-03 12:00:00,680.0,0.0
2018-05-03 13:00:00,593.0,112.0
2018-05-03 14:00:00,604.0,0.0
2018-05-03 15:00:00,799.0,112.0
2018-05-03 16:00:00,1194.0,672.0
2018-05-03 17:00:00,695.0,4815.0
