timestamp,elec,gas,install_type,location,residents,starttime,starttime_enhanced,endtime,cohortid,income_band,study_class,hometype,equivalised_income,occupancy,urban_rural_class,urban_rural_name,build_era,new_build_year,smart_monitors,smart_automation,occupied_days,occupied_nights,entry_floor,outdoor_space,outdoor_drying
2017-12-07 13:00:00,265.0,223.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-07 14:00:00,250.0,224.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-07 15:00:00,251.0,112.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-07 16:00:00,254.0,112.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-07 17:00:00,266.0,112.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-07 18:00:00,745.0,4135.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-07 19:00:00,789.0,11397.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-07 20:00:00,559.0,9382.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-07 21:00:00,550.0,8610.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-07 22:00:00,422.0,2237.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-07 23:00:00,316.0,335.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-08 00:00:00,339.0,112.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-08 01:00:00,249.0,0.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-08 02:00:00,262.0,112.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-08 03:00:00,257.0,112.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-08 04:00:00,254.0,112.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-08 05:00:00,246.0,223.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-08 06:00:00,252.0,1454.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-08 07:00:00,571.0,8044.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-08 08:00:00,1050.0,12295.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
2017-12-08 09:00:00,729.0,10283.0,standard,Fife,3,04/12/2017 08:49,,30/06/2018 22:59,control_20180115,"£90,000 or more",control,house_or_bungalow,above_median,multiple,2,Other Urban Areas,1945-1964,,Don't own,Own and use,2,7,Ground,Yes - private,Yes
