timestamp,home290_other2691_sensor18644c18653_electric-mains_electric-combined,home290_other2695_sensor18665_gas-pulse_gas
2018-03-03 10:00:00,697.0,9480.0
2018-03-03 11:00:00,1846.0,8216.0
2018-03-03 12:00:00,580.0,9480.0
2018-03-03 13:00:00,879.0,7900.0
2018-03-03 14:00:00,608.0,9164.0
2018-03-03 15:00:00,765.0,8848.0
2018-03-03 16:00:00,1435.0,8532.0
2018-03-03 17:00:00,874.0,9796.0
2018-03-03 18:00:00,566.0,7268.0
2018-03-03 19:00:00,386.0,6320.0
2018-03-03 20:00:00,402.0,6636.0
2018-03-03 21:00:00,396.0,6320.0
2018-03-03 22:00:00,398.0,6952.0
2018-03-03 23:00:00,492.0,6636.0
2018-03-04 00:00:00,458.0,7900.0
2018-03-04 01:00:00,338.0,3792.0
2018-03-04 02:00:00,205.0,0.0
2018-03-04 03:00:00,192.0,316.0
2018-03-04 04:00:00,203.0,0.0
2018-03-04 05:00:00,181.0,0.0
2018-03-04 06:00:00,272.0,8848.0
2018-03-04 07:00:00,270.0,5372.0
2018-03-04 08:00:00,268.0,6636.0
2018-03-04 09:00:00,1279.0,6636.0
2018-03-04 10:00:00,424.0,9480.0
2018-03-04 11:00:00,578.0,6320.0
2018-03-04 12:00:00,1925.0,8848.0
2018-03-04 13:00:00,4215.0,8216.0
2018-03-04 14:00:00,3629.0,9164.0
2018-03-04 15:00:00,2621.0,9164.0
2018-03-04 16:00:00,1778.0,8532.0
2018-03-04 17:00:00,2236.0,8532.0
2018-03-04 18:00:00,992.0,8848.0
2018-03-04 19:00:00,1264.0,8848.0
2018-03-04 20:00:00,819.0,12324.0
2018-03-04 21:00:00,791.0,8532.0
2018-03-04 22:00:00,902.0,7900.0
2018-03-04 23:00:00,582.0,8216.0
2018-03-05 00:00:00,726.0,316.0
2018-03-05 01:00:00,826.0,0.0
2018-03-05 02:00:00,205.0,0.0
2018-03-05 03:00:00,178.0,632.0
2018-03-05 04:00:00,169.0,0.0
2018-03-05 05:00:00,280.0,8848.0
2018-03-05 06:00:00,1679.0,9480.0
2018-03-05 07:00:00,997.0,8848.0
2018-03-05 08:00:00,332.0,6319.0
2018-03-05 09:00:00,408.0,6952.0
2018-03-05 10:00:00,388.0,5056.0
2018-03-05 11:00:00,357.0,7899.0
2018-03-05 12:00:00,272.0,6950.0
2018-03-05 13:00:00,671.0,6004.0
2018-03-05 14:00:00,506.0,6319.0
2018-03-05 15:00:00,382.0,6320.0
2018-03-05 16:00:00,706.0,5688.0
2018-03-05 17:00:00,758.0,6320.0
2018-03-05 18:00:00,1477.0,7900.0
2018-03-05 19:00:00,2547.0,9164.0
2018-03-05 20:00:00,789.0,7268.0
2018-03-05 21:00:00,2845.0,7900.0
2018-03-05 22:00:00,1475.0,7268.0
2018-03-05 23:00:00,455.0,7900.0
2018-03-06 00:00:00,747.0,0.0
2018-03-06 01:00:00,876.0,0.0
2018-03-06 02:00:00,191.0,316.0
2018-03-06 03:00:00,197.0,0.0
2018-03-06 04:00:00,218.0,316.0
